titulo,categoría,url video,canal
Profesor Súper O Recargado (Capítulo 23. Huertas caseras),Película y Animación,https://www.youtube.com/watch?v=yGD_DeMmarA,Señal Colombia
5 de 6 diabetes Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=xXP4flbjHPs,Señal Colombia
"Mateo, una película de María Gamboa - Señal Colombia",Película y Animación,https://www.youtube.com/watch?v=8WM_TrGzv1g,Señal Colombia
Todo lo que vemos - 175 - Glosario - I?cono,Gente y Blogs,https://www.youtube.com/watch?v=sNfNVTa6xdQ,Señal Colombia
Akumaja - Cabezote,Viajes y Eventos,https://www.youtube.com/watch?v=KzloJyOWMtc,Señal Colombia
Cimarrones - Cap 01 Ritmo negro,Gente y Blogs,https://www.youtube.com/watch?v=ovHy6oo09H8,Señal Colombia
"Doctv Latinoamérica, el secreto de la luz - Domingo 31 de agosto 9.00 pm",Película y Animación,https://www.youtube.com/watch?v=xxMIA7lF0Xc,Señal Colombia
"Tomás, Alba y Édison - Intro",Película y Animación,https://www.youtube.com/watch?v=JCO8fGsTrJY,Mi Señal
Profesor Su?per O Recargado (Capi?tulo 32. Geotérmica),Película y Animación,https://www.youtube.com/watch?v=NJqjvtP9KD8,Señal Colombia
Sus particulares atuendos fueron su sello personal,Deportes,https://www.youtube.com/watch?v=3bdAi8ogkpI,Señal Deportes
El nombre de la gloria - Capítulo 12 - Juan Pablo Montoya,Deportes,https://www.youtube.com/watch?v=9sDTU7wPDxo,Señal Deportes
Today in replay 24 de enero,Deportes,https://www.youtube.com/watch?v=s52oJ5YWbYU,Señal Deportes
Recorridos Capi?tulo 6 - Pasio?n de un pueblo,Gente y Blogs,https://www.youtube.com/watch?v=876PGPHinvw,Señal Colombia
"Entrevista a Cecilia ""Chechi"" Baena en señal deportes",Deportes,https://www.youtube.com/watch?v=UVjUiheYufo,Señal Colombia
Especial: Día del trabajo - Viernes 1 de mayo a partir de las 12:30 p.m.,Educación,https://www.youtube.com/watch?v=uu3JjLSNjaU,Señal Colombia
Profesor Súper O Recargado (Capítulo 7. Transporte bajo en comunicación),Película y Animación,https://www.youtube.com/watch?v=wNaJ_TvkQ68,Señal Colombia
Los Pepa ¨ Operación basura¨ - Capítulo 06,Educación,https://www.youtube.com/watch?v=c_LwJVhZE3o,Mi Señal
"Campeonato mundial de natación en piscina corta - Jorge Murillo - 6 a 11 de diciembre, 6:30 p.m.",Deportes,https://www.youtube.com/watch?v=4aF60z3gb70,Señal Deportes
Salvando Planeta Palabra - Mensaje Mamá (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=AgYs6jF66nw,Mi Señal
Today in replay 27 de julio,Deportes,https://www.youtube.com/watch?v=BE30qkdpLlc,Señal Deportes
Todo lo que vemos - 154 - Televidentes - María Fernanda Jiménez,Entretenimiento,https://www.youtube.com/watch?v=cqnxRNfodLU,Señal Colombia
Una calle normal en Sao Paulo,Deportes,https://www.youtube.com/watch?v=GAm90JZ8XHQ,Señal Deportes
La paz habla - Martha Bello,Entretenimiento,https://www.youtube.com/watch?v=X6T3jMY4iiE,Señal Colombia
Profesor Súper O Histórico - Capítulo 16,Deportes,https://www.youtube.com/watch?v=5WiAQ3UA_Ss,Señal Colombia
FICCI 2014 - Edgar San Juan Padilla,Película y Animación,https://www.youtube.com/watch?v=WSO8IYq9xQE,Señal Colombia
La llama de los Juegos Nacionales 2015,Deportes,https://www.youtube.com/watch?v=kkgZlk5fRVo,Señal Deportes
¿En qué se diferencia el micro del fútbol?,Película y Animación,https://www.youtube.com/watch?v=58LOwKFWb9s,Mi Señal
José Serpa habla del Tour de Polonia,Deportes,https://www.youtube.com/watch?v=mSpwbnlLQ1c,Señal Deportes
ZoOtecnia II - Capítulo 11 - La oreja rota,Educación,https://www.youtube.com/watch?v=yubhV61Fix0,Señal Colombia
En esta semana repite 'Cantinflas' - Del 30 de marzo al 3 de abril 12:00 m #Cantinfleando,Película y Animación,https://www.youtube.com/watch?v=iGz7l_-nXfU,Señal Colombia
Más Eventos - Final Fútbol de Salón Masculino Juegos Nacionales ASCUN 2012,Deportes,https://www.youtube.com/watch?v=3rESgT1SVFQ,Señal Deportes
Colombianos le madrugaron al Mundial con Señal Deportes,Deportes,https://www.youtube.com/watch?v=blMmTf3lgNM,Señal Deportes
sub 30 radionovela 3 - parte 1,Entretenimiento,https://www.youtube.com/watch?v=zQtQEWr1gG0,Señal Colombia
Todo lo que vemos - 49 - Preguntas Frecuentes - Productora de Campo,Educación,https://www.youtube.com/watch?v=wrS8FFe5ZQw,Señal Colombia
Todo lo que vemos - 446 - Vox populi,Entretenimiento,https://www.youtube.com/watch?v=PB4JIkIuzkw,Señal Colombia
La televisión comprometida - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=Ad1IEFD37Zo,Señal Colombia
"Aislados - Postal de Nuquí, Chocó",Viajes y Eventos,https://www.youtube.com/watch?v=Mz-HaYf5Pec,Señal Colombia
Caribe Pop - Capítulo 3 - Nación Wayuu,Educación,https://www.youtube.com/watch?v=TOftwL0Z5e0,Señal Colombia
Todo lo que vemos - 95 - Televidentes - Adriana Orjuela,Música,https://www.youtube.com/watch?v=P09JX_AJR2E,Señal Colombia
La Etnnia - Génesis (Señal Radiónica),Música,https://www.youtube.com/watch?v=kJVFb70Ttmc,Señal Colombia
Reconociéndonos - Todo lo que vimos,Entretenimiento,https://www.youtube.com/watch?v=33mQyFmxe1U,Señal Colombia
Pacífico Amoroso en Conversaciones,Película y Animación,https://www.youtube.com/watch?v=ZPCitnNAJAQ,Señal Colombia
¿Los adultos respetan a los niños?,Película y Animación,https://www.youtube.com/watch?v=hhic9X_ve6k,Mi Señal
"Cuentos de Viejos - Said, prohibido pasear",Película y Animación,https://www.youtube.com/watch?v=Ty18gJrQ4NM,Señal Colombia
5 de 6 Agricultura urbana Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=JiJR_hbMVUY,Señal Colombia
"Leandro, el último juglar - Teaser",Música,https://www.youtube.com/watch?v=T3uzumM3560,Señal Colombia
Todo lo que vemos - 208 - Glosario - Premios TAL,Educación,https://www.youtube.com/watch?v=njIikve1JF8,Señal Colombia
Noqueado un paracaidista sobre un ring de boxeo,Deportes,https://www.youtube.com/watch?v=GQiesrS5Cc8,Señal Deportes
Todo lo que vemos - 184 - Televidentes - Diego Alexa?nder Villamil,Gente y Blogs,https://www.youtube.com/watch?v=7d3T6l7b3yg,Señal Colombia
Todo lo que vemos - 397 - Capítulo completo - Sábado 18 de marzo,Entretenimiento,https://www.youtube.com/watch?v=BEFwul3cnLU,Señal Colombia
Todo lo que vemos - 259 - Glosario - El Fútbol,Película y Animación,https://www.youtube.com/watch?v=vtPGYokoWGg,Señal Colombia
Disminuye tu huella ambiental,Educación,https://www.youtube.com/watch?v=mHVwB3hdelg,Señal Colombia
"Concierto Radiónica 14.09.14 - Cali, teatro Jorge Isaacs desde la 1:00 pm",Película y Animación,https://www.youtube.com/watch?v=-7y02-AjWBw,Señal Colombia
Todo lo que vemos - 306 - Televidente - Harry Arizmendi,Entretenimiento,https://www.youtube.com/watch?v=jGzJz6f00U0,Señal Colombia
Todo lo que vemos - 262 - Televidente - Yolanda Martínez,Película y Animación,https://www.youtube.com/watch?v=FXh4NYi17AA,Señal Colombia
Todo lo que vemos - 273 - Televidente - Zaira Pulido,Gente y Blogs,https://www.youtube.com/watch?v=pRZv-uF9fGA,Señal Colombia
Todo lo que vemos - 465 - Televidente - Lucía Gómez,Entretenimiento,https://www.youtube.com/watch?v=yF70Q0D_QOo,Señal Colombia
Today in replay 07 de julio,Deportes,https://www.youtube.com/watch?v=T-MFiySlAQE,Señal Deportes
4 de 6 Medicinas alternativas Acceso directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=YR_452K3VgE,Señal Colombia
Premios TAL 2015 - Nominado mejor producción infantil 'El mundo animal de Max Rodríguez',Entretenimiento,https://www.youtube.com/watch?v=sQDDYKYM4_o,Señal Colombia
Todo lo que vemos - 61 - El Foco - Crónicas de una generación trágica,Deportes,https://www.youtube.com/watch?v=PhrIjS28yAA,Señal Colombia
Historia Central - Ambalema,Entretenimiento,https://www.youtube.com/watch?v=6H4v4-Gi5xY,Señal Colombia
Fútbol Club Héroes de la patria en Bogotá,Entretenimiento,https://www.youtube.com/watch?v=v5oQBhaVB8A,Señal Colombia
Todo lo que vemos - 308 - Televidente - Lenin Sierra,Educación,https://www.youtube.com/watch?v=k7Fax0pxzSk,Señal Colombia
Cuentitos mágicos - Canción del coco loco,Película y Animación,https://www.youtube.com/watch?v=W3KDRSaSayQ,Mi Señal
Todo lo que vemos - 330 - Glosario - Formato,Película y Animación,https://www.youtube.com/watch?v=_3qkrGvawYI,Señal Colombia
Todo lo que vemos - 237 - Pequeño televidente - Tatiana Lancheros,Educación,https://www.youtube.com/watch?v=Ek4wN4gyP3I,Señal Colombia
"En cine nos vemos - Un muro de silencio - Lita Stantic, 1993",Película y Animación,https://www.youtube.com/watch?v=hAQECM0jQGw,Señal Colombia
Todo lo que vemos - 444 - Capítulo completo - Sábado 10 de febrero,Entretenimiento,https://www.youtube.com/watch?v=_JRxQuWscH0,Señal Colombia
Todo lo que vemos - 225 - Televidente - Martha Isabel Lozano,Educación,https://www.youtube.com/watch?v=1FG2hewUQTw,Señal Colombia
Juegos Paranacionales - Carlos Matiz,Deportes,https://www.youtube.com/watch?v=dveUxF5SCLI,Señal Deportes
Todo lo que vemos - 368 - Capítulo completo - Sábado 27 de agosto,Entretenimiento,https://www.youtube.com/watch?v=bsk2LeCkwSk,Señal Colombia
Conversatorio - La vida de Jaime Garzón,Gente y Blogs,https://www.youtube.com/watch?v=cgHeL3U-7JY,Señal Colombia
"Neymar, la lámina más difícil del Mundial",Deportes,https://www.youtube.com/watch?v=ekMLMn9LrOo,Señal Deportes
Todo lo que vemos - 169 - Televidentes - Lorena Quimbayo,Entretenimiento,https://www.youtube.com/watch?v=ySapvZ1AD0M,Señal Colombia
Todo lo que vemos - 160 - Televidentes - Édgar Muñoz,Entretenimiento,https://www.youtube.com/watch?v=RPQjkUaFiZ8,Señal Colombia
Colom-bío - Capítulo 4 - Páramos,Educación,https://www.youtube.com/watch?v=FFXufzn_AHo,Señal Colombia
Documental: 'Culpables de inocencia' - Mañana lunes 2 de marzo 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=QnDlXdTCz5o,Señal Colombia
Reel - Señal Deportes,Deportes,https://www.youtube.com/watch?v=B1n6h-jGn58,Señal Deportes
Fanny para siempre - Ejemplo... para siempre,Educación,https://www.youtube.com/watch?v=IcIw4PaPXbo,Señal Colombia
Todo lo que vemos - 107 - Televidentes - Diego Espinoza,Viajes y Eventos,https://www.youtube.com/watch?v=I6c7XORY85c,Señal Colombia
#VotoCriollo - Los licores tradicionales,Gente y Blogs,https://www.youtube.com/watch?v=FVaGJY8gM_c,Señal Colombia
Cuando el río suena - San Jose de U?re (Capítulo completo),Gente y Blogs,https://www.youtube.com/watch?v=rHv8u_payg4,Señal Colombia
Todo lo que vemos - 71 - Glosario - Banda sonora,Educación,https://www.youtube.com/watch?v=WmwllHLVsuA,Señal Colombia
Todo lo que vemos - 419 - Televidente - Gonzalo Valdés,Entretenimiento,https://www.youtube.com/watch?v=Fko8oIosbPc,Señal Colombia
Sillón Motivación de artistas,Entretenimiento,https://www.youtube.com/watch?v=aJQObGS7xc8,Señal Colombia
Cuentos de Cocina II - pavo,Entretenimiento,https://www.youtube.com/watch?v=q_08d4sWIIc,Señal Colombia
Todo lo que vemos - 195 - Televidentes - Ana Cecilia Veléz,Gente y Blogs,https://www.youtube.com/watch?v=N6ppzPl_fd0,Señal Colombia
Puesto 5 - Nacimiento,Gente y Blogs,https://www.youtube.com/watch?v=aezKiQQIduY,Señal Colombia
"Aislados - Merlinda Fox, en Providencia",Gente y Blogs,https://www.youtube.com/watch?v=c-msqjdllyM,Señal Colombia
XVIII Juegos Bolivarianos - Alianza T.V. pública - Del 11 al 25 de noviembre,Deportes,https://www.youtube.com/watch?v=EywMrsGFozA,Señal Deportes
Sillón injusticia - artista vs científico,Entretenimiento,https://www.youtube.com/watch?v=zKhWSMVNQwk,Señal Colombia
Salvando Planeta Palabra - Puerta a Planeta Palabra (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=Ni-0p-mxDNg,Mi Señal
Escuela de Formación deportiva guambiana Misak - Silvia (Cauca),Deportes,https://www.youtube.com/watch?v=PEGX7_YjYz8,Señal Deportes
First Time Filmmakers - Sobre ruedas,Entretenimiento,https://www.youtube.com/watch?v=tjJ3HRWMwFM,Señal Colombia
Más Nuestro: Rito Rosas,Deportes,https://www.youtube.com/watch?v=8ZsoG0nPnWE,Señal Colombia
Todo lo que vemos - 51 - Preguntas Frecuentes - Postproducción,Educación,https://www.youtube.com/watch?v=J9iToMECReI,Señal Colombia
Historias en bici - Bici en tacones,Deportes,https://www.youtube.com/watch?v=2Jq4TaaKfgM,Señal Deportes
Sari nos recomienda: Pinocho,Película y Animación,https://www.youtube.com/watch?v=0TStLw8EViw,Mi Señal
Etapa 17 - Burgos / Burgos,Deportes,https://www.youtube.com/watch?v=xUYPEOl4dv0,Señal Deportes
Todo lo que vemos - 460 - Televidente - Catalina Ruíz Ovalle,Entretenimiento,https://www.youtube.com/watch?v=WbQyovTLBVA,Señal Colombia
4 de 6 Agricultura urbana Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=2gxN190psVQ,Señal Colombia
Nuestro Mundial en Señal Deportes - Estrategia,Deportes,https://www.youtube.com/watch?v=JTI6NY2NMB0,Señal Deportes
Los Pepa - Clip 23 - La flor Orquidea,Educación,https://www.youtube.com/watch?v=NKEmgeaZw80,Mi Señal
Regio?n Mundo - Capi?tulo 4 - Versalles,Gente y Blogs,https://www.youtube.com/watch?v=0VUs_LtH2Ic,Señal Colombia
Colom-bío - Capítulo 5 - Biourbanismo,Educación,https://www.youtube.com/watch?v=v39kj8Qz5HE,Señal Colombia
Todo lo que vemos - 64 - Preguntas Frecuentes - Operador video,Educación,https://www.youtube.com/watch?v=yHmerLplj98,Señal Colombia
Reel - En cine nos vemos,Entretenimiento,https://www.youtube.com/watch?v=vMIQv2p0Ua8,Señal Colombia
"Cuentos de viejos - Susana, mi mejor amiga",Película y Animación,https://www.youtube.com/watch?v=7E3R1ENkbYo,Señal Colombia
"Cachipay: Alison Reinoso, Angélica Reinoso y Santiago Reinoso - Receta Gelatina de insectos",Película y Animación,https://www.youtube.com/watch?v=ZpUzXNR0D2g,Mi Señal
Leonardo Perez,Entretenimiento,https://www.youtube.com/watch?v=wfyHhx65GtQ,Señal Colombia
Todo lo que vemos - 230 - Televidente - Jaime Castro,Educación,https://www.youtube.com/watch?v=eEpqGEtd740,Señal Colombia
Todo lo que vemos - 325 - Televidente - Alejandra Tovar,Película y Animación,https://www.youtube.com/watch?v=f1r2t_6yYZ8,Señal Colombia
Señal Deportes con los campeones internacionales de la MMB,Deportes,https://www.youtube.com/watch?v=yJZg6x1o6co,Señal Deportes
Gabriel Chaves en las 6 Horas de Bogotá,Deportes,https://www.youtube.com/watch?v=mjLuSz-eISI,Señal Deportes
Perfil de Jhonatan Millán,Deportes,https://www.youtube.com/watch?v=cWVW98R25R0,Señal Deportes
Grandes misterios del universo con Morgan Freeman - Estreno sábado 9 de mayo,Ciencia y Tecnología,https://www.youtube.com/watch?v=cZcVjw3aZ6c,Señal Colombia
Carlos Betancurt - Clasificación de la montaña en el Giro de Italia,Deportes,https://www.youtube.com/watch?v=hQANXq_-xu4,Señal Deportes
28 horas bajo el fuego,Entretenimiento,https://www.youtube.com/watch?v=3uZ3PNYGXDo,Señal Colombia
Todo lo que vemos - 177 - Glosario - Lengua de sen?as,Gente y Blogs,https://www.youtube.com/watch?v=DE4eeRrULEg,Señal Colombia
Entrevista a Fabiola Zuluaga en señaldeportes,Deportes,https://www.youtube.com/watch?v=18NFMIGlNTA,Señal Colombia
Guillermina y Candelario - Como pez en el agua (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=iiYkJFNDUcM,Mi Señal
Mundial de patinaje de carreras 2013,Deportes,https://www.youtube.com/watch?v=14PNNCnoDCw,Señal Deportes
Vivir Juntos. Amor (Argentina),Gente y Blogs,https://www.youtube.com/watch?v=e-Ut6H2CLzs,Señal Colombia
señalcolombia - Champeta.wmv,Educación,https://www.youtube.com/watch?v=hdU1Thm8Li8,Señal Colombia
Karaoke Mi Señal: Monstruo de Gila,Película y Animación,https://www.youtube.com/watch?v=p9aJkMxm_Fg,Mi Señal
Camiseta del equipo TEAM EUROPCAR,Deportes,https://www.youtube.com/watch?v=Q8SzTPptHoA,Señal Deportes
Todo lo que vemos - 263 - Televidente - Martha Lucía Saavedra,Película y Animación,https://www.youtube.com/watch?v=GVtu-N0Ahxs,Señal Colombia
Todo lo que vemos - 260 - Televidente - Fernando Tovar,Película y Animación,https://www.youtube.com/watch?v=VzqS2gJiyzk,Señal Colombia
Todo lo que vemos - 171 - Televidentes - Diana Granados,Entretenimiento,https://www.youtube.com/watch?v=MfDdcYcC6t0,Señal Colombia
Distintas formas de ser mujer en Colombia - Todo lo que vimos,Música,https://www.youtube.com/watch?v=Wrea4kLBhjs,Señal Colombia
Salvando Planeta Palabra - Alguien nos mira (Capítulo completo),Película y Animación,https://www.youtube.com/watch?v=Q0wwa2tkcig,Mi Señal
Todo lo que vemos - 381 - Capítulo completo - Sábado 26 de noviembre,Entretenimiento,https://www.youtube.com/watch?v=jzkno5FWl9M,Señal Colombia
Todo lo que vemos - 322 - Televidente - Felipe Flórez,Educación,https://www.youtube.com/watch?v=WCD4hjkCwmM,Señal Colombia
Cuentos de Cocina II - Vainilla - paso a paso receta,Entretenimiento,https://www.youtube.com/watch?v=46MqWk3dXBE,Señal Colombia
"En cine nos vemos - El día de la bestia - Álex de la Iglesia, 1995",Película y Animación,https://www.youtube.com/watch?v=OnbFez7ve9s,Señal Colombia
Profesor Su?per O Recargado (Capi?tulo 40. Energía Undimotriz),Película y Animación,https://www.youtube.com/watch?v=0OOhR9VuwW4,Señal Colombia
"Jugo de ojos por: Manuel Ignacio, Sergio y Samuel",Película y Animación,https://www.youtube.com/watch?v=8xUGhno5-gs,Mi Señal
"Wayuu, Gente de Arena - Cabezote",Educación,https://www.youtube.com/watch?v=Jv6EFb3J1RY,Señal Colombia
Todo lo que vemos - 69 - Preguntas Frecuentes - Técnico Centro Emisión,Educación,https://www.youtube.com/watch?v=Wi1bxvtUi-k,Señal Colombia
No te pierdas en diciembre la franja 'En Cine Nos Vemos' por Señal Colombia,Película y Animación,https://www.youtube.com/watch?v=j5f4MNaOCPE,Señal Colombia
Today in replay 5 de enero,Deportes,https://www.youtube.com/watch?v=fGPUgtYFwyc,Señal Deportes
"Aislados - Postal música, Nazareth",Música,https://www.youtube.com/watch?v=jbqtyBboPvc,Señal Colombia
Documental: 'Especuladores' - Mañana lunes 23 de febrero 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=nWE2n5uEW10,Señal Colombia
3 de 6 derecho a morir dignamente Acceso Directo.mpg,Entretenimiento,https://www.youtube.com/watch?v=_sHrmab2bvQ,Señal Colombia
Mi señal - Carnavalito,Gente y Blogs,https://www.youtube.com/watch?v=SUAkksTmhWE,Mi Señal
Salvando Planeta Palabra - Capítulo 4 - Nave carro - Clip música,Educación,https://www.youtube.com/watch?v=Sq4cDgW5saQ,Señal Colombia
Festival Internacional de Música de Cartagena - Ref. El divertimento,Entretenimiento,https://www.youtube.com/watch?v=gH5CyqNfDP0,Señal Colombia
Todo lo que vemos - 100 - Televidentes,Gente y Blogs,https://www.youtube.com/watch?v=pI2WUHn73I4,Señal Colombia
"En cine nos vemos - Personal belongings - Alejandro Brugués, 2006",Entretenimiento,https://www.youtube.com/watch?v=Ntwtw4UakNw,Señal Colombia
Today in replay 17 de febrero,Deportes,https://www.youtube.com/watch?v=RKUbB9Lh5ag,Señal Deportes
Migrópolis - Cómo se hizo Migrópolis (Parte 2),Película y Animación,https://www.youtube.com/watch?v=WuDrz2T0NI8,Mi Señal
Juegos Mundiales Cali 2013. Disciplina: Bolos,Deportes,https://www.youtube.com/watch?v=2UXDsO3dJNw,Señal Deportes
Todo lo que vemos - 326 - Televidente - Nancy Reyes,Educación,https://www.youtube.com/watch?v=ELS9ixuFnZ8,Señal Colombia
4 de 6 SIDA Acceso Directo,Entretenimiento,https://www.youtube.com/watch?v=mHl11GNEeAI,Señal Colombia
Atletismo de Juegos Bolivarianos 2017,Deportes,https://www.youtube.com/watch?v=gnPckW72M8w,Señal Deportes
Cimarrones - Cap 08 Mujeres negras,Gente y Blogs,https://www.youtube.com/watch?v=7DKS0oZJK50,Señal Colombia
Brasil te invita a su Mundial por Señal Deportes,Deportes,https://www.youtube.com/watch?v=8EeDasKpclQ,Señal Deportes
Versos de Leandro Díaz - Mónica Castillo - La mákina del Karibe,Música,https://www.youtube.com/watch?v=SC-dciskXOk,Señal Colombia
Todo lo que vemos - 194 - Glosario - Intelecto,Gente y Blogs,https://www.youtube.com/watch?v=kZ05rt0FTtg,Señal Colombia
Promo Caribe Pop - Ciudad Champeta,Educación,https://www.youtube.com/watch?v=dwxIrdAxRg0,Señal Colombia
Pipo mi amigo imaginario - Fútbol,Educación,https://www.youtube.com/watch?v=RTs0jEL1ktI,Mi Señal
Todo lo que vemos - 103 - Televidentes - Ángela Guerrero,Música,https://www.youtube.com/watch?v=zDzBkqdGSCI,Señal Colombia
Puesto 1 - Alli?,Gente y Blogs,https://www.youtube.com/watch?v=5ebQacGxWSk,Señal Colombia
#LosNacionalesXSeñal - Bus Acandí,Deportes,https://www.youtube.com/watch?v=rmXdokCHwmQ,Señal Deportes
Plátano,Película y Animación,https://www.youtube.com/watch?v=mS_mcS2GOzc,Mi Señal
En cine nos vemos - La nueva ola francesa del 20 al 23 de octubre 10:15 p.m.,Película y Animación,https://www.youtube.com/watch?v=3gAYrnu3pG4,Señal Colombia
¿Cómo ser un televidente web? - Todo lo que vemos,Película y Animación,https://www.youtube.com/watch?v=ADtGx5c-CEA,Señal Colombia
RESO - Derecho a la paz,Educación,https://www.youtube.com/watch?v=45z1sduo494,Señal Colombia
Vivir Juntos. Discriminación (Uruguay),Gente y Blogs,https://www.youtube.com/watch?v=0UZA4bRfozQ,Señal Colombia
Cuentos de Cocina II - Hormiga - paso a paso receta,Entretenimiento,https://www.youtube.com/watch?v=Z9wZM1oKEtY,Señal Colombia
Profesor Súper O Histórico - Capítulo 11,Deportes,https://www.youtube.com/watch?v=TYrN_2tZfn8,Señal Colombia
Documental: 'Tahrir 2011' - Mañana miércoles 18 de febrero 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=XCzWPTuu-cE,Señal Colombia
Parejas Cabaret - Mundial de salsa 2014,Película y Animación,https://www.youtube.com/watch?v=RIDw3M8IZaQ,Señal Colombia
Los pecados de Inés de Hinojosa - Viernes 17 octubre 10:15 p.m.,Entretenimiento,https://www.youtube.com/watch?v=cJ9SeCDAL-k,Señal Colombia
Documentales: 'Totó' - Mañana martes 24 de marzo 8:00 p.m. #SeñalParaPensar,Película y Animación,https://www.youtube.com/watch?v=qfr0amVmrLE,Señal Colombia
Fanny para siempre - Actriz... para siempre,Educación,https://www.youtube.com/watch?v=iRhFwGE4ajc,Señal Colombia
Señal Colombia en canal oficial de los Juegos mundiales,Deportes,https://www.youtube.com/watch?v=1evd3pjqmJ4,Señal Deportes
Ancestro Tribal,Entretenimiento,https://www.youtube.com/watch?v=fkv-IzyQlVo,Señal Colombia
"XVIII Juegos Bolivarianos - Inauguración - Sábado 11 de noviembre, 7:00 p.m.",Deportes,https://www.youtube.com/watch?v=xVnUIWOC-AE,Señal Deportes
Para ver TV - Musicales,Entretenimiento,https://www.youtube.com/watch?v=uy7ZBkCPVyA,Señal Colombia
Colom-bío - Capítulo 2 - Chocó,Educación,https://www.youtube.com/watch?v=y9smvZqL7LA,Señal Colombia
"En cine nos vemos - Te?rmino fijo - Adolfo X, 2002",Película y Animación,https://www.youtube.com/watch?v=HoIl0V53yLM,Señal Colombia
RESO REVOLUCIONES,Educación,https://www.youtube.com/watch?v=wADrQsS47jY,Señal Colombia
Today in replay 01 de julio,Deportes,https://www.youtube.com/watch?v=a_qTQNpYhiQ,Señal Deportes
Todo lo que vemos - 18 Angélica Cujar,Entretenimiento,https://www.youtube.com/watch?v=LpgPVdJ8LbM,Señal Colombia
ZoOtecnia - Capítulo 9 - Plastilandia - Versión corta,Película y Animación,https://www.youtube.com/watch?v=QgrMsVO7oE4,Señal Colombia
ZoOtecnia II - Capítulo 01 - El Primer Beso,Educación,https://www.youtube.com/watch?v=mW7kfA-kyE4,Señal Colombia
señalcolombia - Fútbol.wmv,Educación,https://www.youtube.com/watch?v=WuyaSl7Zks8,Señal Colombia
Todo lo que vemos - 144 - Glosario - Traqueto,Entretenimiento,https://www.youtube.com/watch?v=AH-66v-0emQ,Señal Colombia
Today in replay 30 de marzo,Deportes,https://www.youtube.com/watch?v=n9xbZ6C-Vmw,Señal Deportes
"Pizarro, 25 años después de su muerte - Repetición hoy lunes 27 de abril 8:00 p.m.",Película y Animación,https://www.youtube.com/watch?v=j_6STqcT4BA,Señal Colombia
Anónimas extraordinarias - Paso a paso,Película y Animación,https://www.youtube.com/watch?v=EKM9SFAHtT0,Señal Colombia
Sub 30 Folclor - Sillón,Entretenimiento,https://www.youtube.com/watch?v=T9oQTR1ykaE,Señal Colombia
Todo lo que vemos - 343 - Glosario,Entretenimiento,https://www.youtube.com/watch?v=m28YJk8MV5s,Señal Colombia
Today in replay 22 de marzo,Deportes,https://www.youtube.com/watch?v=p7le1qAFlbU,Señal Deportes
Todo lo que vemos - 147 - Glosario - Remake,Entretenimiento,https://www.youtube.com/watch?v=0P7DZZtsxQU,Señal Colombia
"Cuentos de viejos - Jacinta, cuando vino La Vieja (Fragmento)",Película y Animación,https://www.youtube.com/watch?v=Wrcmzs56yuA,Señal Colombia
Elige los temas para la cuarta temporada de 'Los puros criollos' #VotoCriollo,Gente y Blogs,https://www.youtube.com/watch?v=-8dFGMUHaOc,Señal Colombia
ZoOtecnia - Capítulo 6 - La dimensión del chupe - Versión corta,Película y Animación,https://www.youtube.com/watch?v=EaHHxmBPwcM,Señal Colombia
Todo lo que vemos - 212 - Glosario - Saga familiar,Educación,https://www.youtube.com/watch?v=5vID6DUt2tA,Señal Colombia
Todo lo que vemos - 440 - Televidente - Angie Castillo,Entretenimiento,https://www.youtube.com/watch?v=ADfmsMW2GPA,Señal Colombia
GLADIS BERNAL,Entretenimiento,https://www.youtube.com/watch?v=ireawuRp0Kg,Señal Colombia
La paz habla - Vladdo,Entretenimiento,https://www.youtube.com/watch?v=LnHvczhWVAI,Señal Colombia
La historia en pantallazos - Todo lo que vimos,Música,https://www.youtube.com/watch?v=9YVJQQhqOQM,Señal Colombia
Todo lo que vemos 07 - José Acosta,Entretenimiento,https://www.youtube.com/watch?v=kA2G81rU6yI,Señal Colombia
Todo lo que vemos 16 - Andrés Felipe Álvarez,Entretenimiento,https://www.youtube.com/watch?v=uziRwLkEKrU,Señal Colombia
"Sólo un juglar puede unir todo un pueblo en un canto - Leandro, el último juglar",Música,https://www.youtube.com/watch?v=pXhpkcbm_ZQ,Señal Colombia
Ser en el Sur Capi?tulo 2 - Asi? jugamos en el sur,Gente y Blogs,https://www.youtube.com/watch?v=H3hhQwG6Dg4,Señal Colombia
Los Pepa - Clip 33 - Gran hedor,Educación,https://www.youtube.com/watch?v=OjI36fUb8BE,Mi Señal
Letra urbana - Capítulo 07 Julio Londoño,Gente y Blogs,https://www.youtube.com/watch?v=6xMgUF7tLvg,Señal Colombia
